4.596069868995633079e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.639737991266375539e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.617903930131004309e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.617903930131004309e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.574235807860261849e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.552401746724890619e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.596069868995633079e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.574235807860261849e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.563318777292576511e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.563318777292576511e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.596069868995633079e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.606986899563318971e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.628820960698690201e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.596069868995633079e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.552401746724890619e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.541484716157205281e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.508733624454148714e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.530567685589519389e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.519650655021834051e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.530567685589519389e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.574235807860261849e-01,3.448275862068965469e-02,1.000000000000000000e+00
4.596069868995633079e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.606986899563318971e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.628820960698690201e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.606986899563318971e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.563318777292576511e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.552401746724890619e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.552401746724890619e-01,0.000000000000000000e+00,0.000000000000000000e+00
