5.959999999999999742e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.959999999999999742e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.973333333333333828e-01,3.030303030303030387e-02,0.000000000000000000e+00
5.933333333333333792e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.906666666666666732e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.986666666666666803e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.946666666666666767e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.959999999999999742e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.919999999999999707e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.879999999999999671e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.893333333333333757e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.933333333333333792e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.893333333333333757e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.839999999999999636e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.799999999999999600e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.866666666666666696e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.906666666666666732e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.799999999999999600e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.893333333333333757e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.919999999999999707e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.959999999999999742e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.986666666666666803e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.959999999999999742e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.986666666666666803e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.919999999999999707e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.879999999999999671e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.839999999999999636e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.853333333333333721e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.866666666666666696e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.839999999999999636e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.613333333333333508e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.933333333333333792e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.919999999999999707e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.986666666666666803e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.906666666666666732e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.946666666666666767e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.906666666666666732e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.973333333333333828e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.973333333333333828e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.946666666666666767e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.973333333333333828e-01,0.000000000000000000e+00,0.000000000000000000e+00
