CO2,PIR_TRIGGER,LABEL
1.205583756345177671e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.211928934010152309e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.192893401015228394e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.192893401015228394e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.205583756345177671e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.202411167512690421e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.224619289340101586e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.196065989847715783e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.196065989847715783e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.202411167512690421e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.202411167512690421e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.199238578680203032e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.199238578680203032e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.205583756345177671e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.192893401015228394e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.205583756345177671e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.211928934010152309e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.208756345177664920e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.215101522842639559e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.218274111675126947e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.215101522842639559e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.196065989847715783e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.218274111675126947e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.234137055837563474e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.215101522842639559e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.221446700507614197e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.224619289340101586e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.224619289340101586e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.243654822335025362e-01,1.851851851851851749e-01,1.000000000000000000e+00
1.846446700507614336e-01,4.814814814814814548e-01,1.000000000000000000e+00
2.861675126903553412e-01,6.666666666666666297e-01,3.000000000000000000e+00
3.445431472081218471e-01,3.703703703703703498e-01,1.000000000000000000e+00
3.686548223350253894e-01,4.444444444444444198e-01,1.000000000000000000e+00
3.775380710659898553e-01,4.444444444444444198e-01,1.000000000000000000e+00
3.420050761421319918e-01,2.592592592592592449e-01,1.000000000000000000e+00
3.239213197969543212e-01,5.185185185185184897e-01,1.000000000000000000e+00
3.318527918781725705e-01,7.037037037037037202e-01,3.000000000000000000e+00
3.378807106598984977e-01,4.814814814814814548e-01,1.000000000000000000e+00
3.499365482233502411e-01,4.444444444444444198e-01,1.000000000000000000e+00
3.588197969543147070e-01,6.666666666666666297e-01,3.000000000000000000e+00
3.499365482233502411e-01,5.185185185185184897e-01,1.000000000000000000e+00
3.439086294416243694e-01,4.444444444444444198e-01,1.000000000000000000e+00
3.337563451776649481e-01,3.703703703703703498e-01,1.000000000000000000e+00
3.416878172588832530e-01,6.666666666666666297e-01,3.000000000000000000e+00
3.239213197969543212e-01,7.037037037037037202e-01,3.000000000000000000e+00
3.619923857868020400e-01,6.666666666666666297e-01,3.000000000000000000e+00
4.156091370558375742e-01,4.444444444444444198e-01,1.000000000000000000e+00
3.159898477157360164e-01,1.481481481481481399e-01,1.000000000000000000e+00
2.290609137055837630e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.725888324873096347e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.589467005076142248e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.481598984771573535e-01,3.703703703703703498e-02,4.000000000000000000e+00
1.890862944162436665e-01,3.703703703703703498e-01,1.000000000000000000e+00
2.750634517766497589e-01,5.925925925925925597e-01,3.000000000000000000e+00
3.305837563451776706e-01,3.333333333333333148e-01,1.000000000000000000e+00
4.118020304568528189e-01,4.074074074074073848e-01,1.000000000000000000e+00
4.574873096446700482e-01,2.222222222222222099e-01,1.000000000000000000e+00
5.358502538071066024e-01,2.592592592592592449e-01,2.000000000000000000e+00
5.815355329949238872e-01,1.481481481481481399e-01,2.000000000000000000e+00
6.405456852791878708e-01,3.333333333333333148e-01,2.000000000000000000e+00
6.992385786802030045e-01,1.111111111111111049e-01,2.000000000000000000e+00
7.436548223350253339e-01,2.222222222222222099e-01,2.000000000000000000e+00
7.947335025380710682e-01,5.925925925925925597e-01,2.000000000000000000e+00
8.467639593908629081e-01,2.222222222222222099e-01,2.000000000000000000e+00
8.994289340101523367e-01,1.111111111111111049e-01,2.000000000000000000e+00
9.473350253807106824e-01,4.074074074074073848e-01,2.000000000000000000e+00
