CO2,PIR_TRIGGER,LABEL
2.801429964250893856e-01,0.000000000000000000e+00,3.000000000000000000e+00
2.616184595385115386e-01,0.000000000000000000e+00,3.000000000000000000e+00
2.489437764055898727e-01,0.000000000000000000e+00,3.000000000000000000e+00
2.434189145271368204e-01,0.000000000000000000e+00,3.000000000000000000e+00
2.336691582710432313e-01,0.000000000000000000e+00,3.000000000000000000e+00
2.232694182645433845e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.135196620084497954e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.034449138771530774e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.966200844978875650e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.901202469938251538e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.832954176145596414e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.780955476113097180e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.719207019824504357e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.676958076048098711e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.650958726031849233e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.602209944751381288e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.592460188495287698e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.579460513487162820e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550211244718882053e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.537211569710757175e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.520961975950601286e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.494962625934351530e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.465713357166070763e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.446213844653883585e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.439714007149821284e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.420214494637634106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.413714657133571528e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.400714982125446928e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.400714982125446928e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.397465063373415639e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.377965550861228461e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.358466038349041283e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.335716607084822816e-01,2.000000000000000111e-01,4.000000000000000000e+00
1.358466038349041283e-01,2.000000000000000111e-01,4.000000000000000000e+00
1.387715307117322050e-01,2.800000000000000266e-01,4.000000000000000000e+00
1.410464738381540517e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.423464413389665395e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.403964900877477939e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.403964900877477939e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.416964575885602817e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.416964575885602817e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.416964575885602817e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.420214494637634106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.426714332141696406e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.403964900877477939e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.403964900877477939e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.426714332141696406e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.420214494637634106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.410464738381540517e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.410464738381540517e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.403964900877477939e-01,4.000000000000000083e-02,0.000000000000000000e+00
1.423464413389665395e-01,4.000000000000000083e-02,0.000000000000000000e+00
1.455963600909977174e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.452713682157946162e-01,4.000000000000000083e-02,0.000000000000000000e+00
1.433214169645758984e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.433214169645758984e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.442963925901852573e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.442963925901852573e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.442963925901852573e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.446213844653883585e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.426714332141696406e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.416964575885602817e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.426714332141696406e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.442963925901852573e-01,0.000000000000000000e+00,0.000000000000000000e+00
